#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Gesprchsphasen|Abschlussphase|Anfangsphase|Argumentationsphase|Beschlussphase|Informationsphase|Kommentar|Sonstiges
#T_SP=webanno.custom.Gesprchstechniken|Kommentar|Paraphrasieren|Strukturieren|Verbalisieren


#Text=L: Das läuft jetzt schon, oder?
42-7	2949-2952	Und	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[66]	*[66]	Strukturieren[66]	*[66]	
42-8	2953-2961	sprechen	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[66]	*[66]	Strukturieren[66]	*[66]	
42-9	2962-2965	Sie	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[66]	*[66]	Strukturieren[66]	*[66]	
42-10	2966-2970	dann	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[66]	*[66]	Strukturieren[66]	*[66]	
42-11	2971-2974	mit	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[66]	*[66]	Strukturieren[66]	*[66]	
42-12	2975-2978	ihm	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[66]	*[66]	Strukturieren[66]	*[66]	
42-13	2979-2983	über	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[66]	*[66]	Strukturieren[66]	*[66]	
42-14	2984-2987	die	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[66]	*[66]	Strukturieren[66]	*[66]	
42-15	2988-2992	Note	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[66]	*[66]	Strukturieren[66]	*[66]	
42-16	2992-2993	?	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[66]	*[66]	Strukturieren[66]	*[66]	

#Text=L (glz.): Also fragen Sie dann, woran lag es denn, Milan, was...
43-1	2994-2995	L	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
43-2	2996-2997	(	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
43-3	2997-3000	glz	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
43-4	3000-3001	.	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
43-5	3001-3002	)	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
43-6	3002-3003	:	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
43-7	3004-3008	Also	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[67]	*[67]	*[67]	Klärende Frage[67]	
43-8	3009-3015	fragen	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[67]	*[67]	*[67]	Klärende Frage[67]	
43-9	3016-3019	Sie	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[67]	*[67]	*[67]	Klärende Frage[67]	
43-10	3020-3024	dann	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[67]	*[67]	*[67]	Klärende Frage[67]	
43-11	3024-3025	,	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[67]	*[67]	*[67]	Klärende Frage[67]	
43-12	3026-3031	woran	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[67]	*[67]	*[67]	Klärende Frage[67]	
43-13	3032-3035	lag	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[67]	*[67]	*[67]	Klärende Frage[67]	
43-14	3036-3038	es	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[67]	*[67]	*[67]	Klärende Frage[67]	
43-15	3039-3043	denn	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[67]	*[67]	*[67]	Klärende Frage[67]	
43-16	3043-3044	,	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[67]	*[67]	*[67]	Klärende Frage[67]	
43-17	3045-3050	Milan	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[67]	*[67]	*[67]	Klärende Frage[67]	
43-18	3050-3051	,	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[67]	*[67]	*[67]	Klärende Frage[67]	
43-19	3052-3055	was	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[67]	*[67]	*[67]	Klärende Frage[67]	
43-20	3055-3056	.	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[67]	*[67]	*[67]	Klärende Frage[67]	
43-21	3056-3057	.	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[67]	*[67]	*[67]	Klärende Frage[67]	
43-22	3057-3058	.	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	*[67]	*[67]	*[67]	Klärende Frage[67]	

#Text=E: Also natürlich frage ich ihn, weil das kann ja nicht sein, dass sich das so unterscheidet.
44-1	3059-3060	E	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
44-2	3060-3061	:	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
44-3	3062-3066	Also	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
44-4	3067-3076	natürlich	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
44-5	3077-3082	frage	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
44-6	3083-3086	ich	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
44-7	3087-3090	ihn	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
44-8	3090-3091	,	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
44-9	3092-3096	weil	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
44-10	3097-3100	das	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
44-11	3101-3105	kann	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
44-12	3106-3108	ja	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
44-13	3109-3114	nicht	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
44-14	3115-3119	sein	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
44-15	3119-3120	,	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
44-16	3121-3125	dass	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
44-17	3126-3130	sich	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
44-18	3131-3134	das	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
44-19	3135-3137	so	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
44-20	3138-3151	unterscheidet	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
44-21	3151-3152	.	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	

#Text=E: Und er sagt immer, er kann es ja eigentlich, er weiß es und in den Tests läuft es schlecht.
45-1	3153-3154	E	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-2	3154-3155	:	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-3	3156-3159	Und	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-4	3160-3162	er	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-5	3163-3167	sagt	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-6	3168-3173	immer	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-7	3173-3174	,	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-8	3175-3177	er	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-9	3178-3182	kann	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-10	3183-3185	es	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-11	3186-3188	ja	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-12	3189-3199	eigentlich	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-13	3199-3200	,	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-14	3201-3203	er	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-15	3204-3208	weiß	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-16	3209-3211	es	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-17	3212-3215	und	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-18	3216-3218	in	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-19	3219-3222	den	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-20	3223-3228	Tests	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-21	3229-3234	läuft	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-22	3235-3237	es	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-23	3238-3246	schlecht	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
45-24	3246-3247	.	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	

#Text=E: Also das ist doch das, was er mir eben sagt, dass er es ja eigentlich weiß.
46-1	3248-3249	E	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
46-2	3249-3250	:	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
46-3	3251-3255	Also	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
46-4	3256-3259	das	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
46-5	3260-3263	ist	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
46-6	3264-3268	doch	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
46-7	3269-3272	das	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
46-8	3272-3273	,	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
46-9	3274-3277	was	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
46-10	3278-3280	er	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
46-11	3281-3284	mir	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
46-12	3285-3289	eben	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
46-13	3290-3294	sagt	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
46-14	3294-3295	,	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
46-15	3296-3300	dass	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
46-16	3301-3303	er	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
46-17	3304-3306	es	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
46-18	3307-3309	ja	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
46-19	3310-3320	eigentlich	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
46-20	3321-3325	weiß	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
46-21	3325-3326	.	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	

#Text=E: Und so haben wir es ja auch zu Hause immer festgestellt.
47-1	3327-3328	E	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
47-2	3328-3329	:	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
47-3	3330-3333	Und	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
47-4	3334-3336	so	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
47-5	3337-3342	haben	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
47-6	3343-3346	wir	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
47-7	3347-3349	es	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
47-8	3350-3352	ja	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
47-9	3353-3357	auch	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
47-10	3358-3360	zu	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
47-11	3361-3366	Hause	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
47-12	3367-3372	immer	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
47-13	3373-3385	festgestellt	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	
47-14	3385-3386	.	*[22]	*[22]	*[22]	*[22]	Informationsphase[22]	*[22]	*[22]	_	_	_	_	

#Text=E: Und ich weiß nicht, vielleicht ist er einfach zu schlau dafür.
48-1	3387-3388	E	_	_	_	_	_	_	_	_	_	_	_	
48-2	3388-3389	:	_	_	_	_	_	_	_	_	_	_	_	
48-3	3390-3393	Und	*[23]	*[23]	Argumentationsphase[23]	*[23]	*[23]	*[23]	*[23]	_	_	_	_	
48-4	3394-3397	ich	*[23]	*[23]	Argumentationsphase[23]	*[23]	*[23]	*[23]	*[23]	_	_	_	_	
48-5	3398-3402	weiß	*[23]	*[23]	Argumentationsphase[23]	*[23]	*[23]	*[23]	*[23]	_	_	_	_	
48-6	3403-3408	nicht	*[23]	*[23]	Argumentationsphase[23]	*[23]	*[23]	*[23]	*[23]	_	_	_	_	
48-7	3408-3409	,	*[23]	*[23]	Argumentationsphase[23]	*[23]	*[23]	*[23]	*[23]	_	_	_	_	
48-8	3410-3420	vielleicht	*[23]	*[23]	Argumentationsphase[23]	*[23]	*[23]	*[23]	*[23]	_	_	_	_	
48-9	3421-3424	ist	*[23]	*[23]	Argumentationsphase[23]	*[23]	*[23]	*[23]	*[23]	_	_	_	_	
48-10	3425-3427	er	*[23]	*[23]	Argumentationsphase[23]	*[23]	*[23]	*[23]	*[23]	_	_	_	_	
48-11	3428-3435	einfach	*[23]	*[23]	Argumentationsphase[23]	*[23]	*[23]	*[23]	*[23]	_	_	_	_	
48-12	3436-3438	zu	*[23]	*[23]	Argumentationsphase[23]	*[23]	*[23]	*[23]	*[23]	_	_	_	_	
48-13	3439-3445	schlau	*[23]	*[23]	Argumentationsphase[23]	*[23]	*[23]	*[23]	*[23]	_	_	_	_	
48-14	3446-3451	dafür	*[23]	*[23]	Argumentationsphase[23]	*[23]	*[23]	*[23]	*[23]	_	_	_	_	
48-15	3451-3452	.	*[23]	*[23]	Argumentationsphase[23]	*[23]	*[23]	*[23]	*[23]	_	_	_	_	

#Text=L: Genau, also das stelle ich eben an der Schule auf, das habe ich ja schon gesagt, dass er im Unterricht alles weiß und dann aber eben in dieser Prüfungssituation das nicht wiedergeben kann.
49-1	3453-3454	L	_	_	_	_	_	_	_	_	_	_	_	
49-2	3454-3455	:	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	_	_	_	_	
49-3	3456-3461	Genau	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-4	3461-3462	,	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-5	3463-3467	also	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-6	3468-3471	das	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-7	3472-3478	stelle	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-8	3479-3482	ich	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-9	3483-3487	eben	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-10	3488-3490	an	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-11	3491-3494	der	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-12	3495-3501	Schule	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-13	3502-3505	auf	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-14	3505-3506	,	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-15	3507-3510	das	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-16	3511-3515	habe	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-17	3516-3519	ich	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-18	3520-3522	ja	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-19	3523-3528	schon	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-20	3529-3535	gesagt	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-21	3535-3536	,	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-22	3537-3541	dass	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-23	3542-3544	er	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-24	3545-3547	im	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-25	3548-3558	Unterricht	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-26	3559-3564	alles	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-27	3565-3569	weiß	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-28	3570-3573	und	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-29	3574-3578	dann	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-30	3579-3583	aber	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-31	3584-3588	eben	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-32	3589-3591	in	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-33	3592-3598	dieser	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-34	3599-3616	Prüfungssituation	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-35	3617-3620	das	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-36	3621-3626	nicht	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-37	3627-3638	wiedergeben	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-38	3639-3643	kann	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	
49-39	3643-3644	.	*[24]	*[24]	*[24]	*[24]	Informationsphase[24]	*[24]	*[24]	*[68]	Paraphrasieren[68]	*[68]	*[68]	

#Text=L: Kann daran liegen, dass er einfach eventuell doch nicht so selbstsicher ist, also dann in dem Test seine Fähigkeiten nicht wiedergeben kann.
50-1	3645-3646	L	_	_	_	_	_	_	_	_	_	_	_	
50-2	3646-3647	:	_	_	_	_	_	_	_	_	_	_	_	
50-3	3648-3652	Kann	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-4	3653-3658	daran	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-5	3659-3665	liegen	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-6	3665-3666	,	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-7	3667-3671	dass	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-8	3672-3674	er	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-9	3675-3682	einfach	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-10	3683-3692	eventuell	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-11	3693-3697	doch	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-12	3698-3703	nicht	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-13	3704-3706	so	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-14	3707-3719	selbstsicher	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-15	3720-3723	ist	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-16	3723-3724	,	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-17	3725-3729	also	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-18	3730-3734	dann	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-19	3735-3737	in	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-20	3738-3741	dem	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-21	3742-3746	Test	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-22	3747-3752	seine	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-23	3753-3764	Fähigkeiten	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-24	3765-3770	nicht	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-25	3771-3782	wiedergeben	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-26	3783-3787	kann	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	
50-27	3787-3788	.	*[25]	*[25]	*[25]	*[25]	Informationsphase[25]	*[25]	*[25]	*[69]	*[69]	*[69]	Statement[69]	

#Text=E (glz.): Vielen Dank.
